danceability,key,loudness,acousticness,instrumentalness,liveness,valence,tempo,popular
0.391,8,-10.006,0.232,0.808,0.31,0.973,143.0,0.0
0.654,5,-14.389,0.909,0.00788,0.0993,0.561,101.475,0.0
0.467,4,-3.584,0.000738,1.99e-05,0.121,0.518,137.902,1.0
0.49,5,-15.388,0.548,0.00358,0.0854,0.761,121.138,0.0
0.583,10,-10.648,0.832,0.0,0.388,0.649,91.96,0.0
0.55,0,-6.519,0.345,0.0,0.0872,0.634,139.264,0.0
0.581,11,-5.817,0.37,0.0,0.092,0.324,140.161,1.0
0.414,2,-12.69,0.0271,4.53e-05,0.0609,0.845,167.389,0.0
0.31,3,-9.075,0.667,4.28e-06,0.41,0.448,191.604,0.0
0.325,2,-8.636,0.661,4.83e-06,0.0825,0.203,170.376,1.0
0.447,8,-8.762,0.791,0.0,0.0948,0.406,104.112,0.0
0.632,6,-4.675,0.228,0.0,0.0608,0.943,95.636,1.0
0.525,0,-8.739,0.847,0.000171,0.0795,0.574,167.036,1.0
0.568,2,-5.274,0.00635,0.00495,0.315,0.752,118.45,1.0
0.775,6,-3.23,0.223,0.0,0.647,0.599,102.031,1.0
0.823,0,-6.274,0.21,0.0,0.113,0.199,141.882,1.0
0.744,2,-6.742,0.0724,0.0,0.251,0.91,132.985,1.0
0.69,5,-5.025,0.253,0.0,0.113,0.543,102.039,1.0
0.501,5,-17.537,0.715,0.0,0.126,0.585,110.698,0.0
0.592,2,-8.219,0.996,0.000523,0.212,0.526,110.053,0.0
0.841,9,-6.052,0.0156,0.0654,0.0545,0.675,99.002,1.0
0.724,7,-5.669,0.205,0.0,0.0712,0.6,79.975,1.0
0.42,2,-14.227,0.996,0.878,0.216,0.187,79.458,0.0
0.666,10,-4.995,0.0663,0.0,0.111,0.161,113.978,1.0
0.433,7,-26.64,0.976,0.944,0.0639,0.693,106.498,0.0
0.706,11,-13.778,0.41,0.0,0.391,0.647,117.22,0.0
0.505,7,-5.137,0.0752,0.0,0.137,0.85,185.25,1.0
0.931,6,-7.11,0.0281,4.46e-06,0.0584,0.78,132.975,1.0
0.408,0,-14.027,0.812,0.0589,0.0842,0.33,142.312,0.0
0.85,7,-4.786,0.514,0.0,0.148,0.697,91.995,1.0
0.355,7,-10.711,0.971,0.724,0.0692,0.364,115.14,0.0
0.678,7,-14.358,0.804,0.171,0.181,0.925,119.952,0.0
0.493,7,-6.769,0.0132,0.0,0.236,0.414,73.882,0.0
0.703,11,-7.91,0.813,0.000513,0.112,0.864,97.796,1.0
0.164,2,-28.301,0.897,0.944,0.0984,0.0356,110.028,0.0
0.809,4,-23.381,0.982,0.000184,0.32,0.23,115.668,0.0
0.597,3,-8.38,0.206,1.58e-06,0.503,0.847,164.916,1.0
0.764,11,-4.426,0.0227,1.21e-06,0.128,0.307,120.084,1.0
0.611,1,-5.681,0.622,1.04e-05,0.108,0.399,121.022,1.0
0.314,1,-12.023,0.753,0.00659,0.199,0.0795,110.856,0.0
0.499,3,-8.985,0.281,0.0,0.239,0.498,61.012,0.0
0.599,3,-6.651,0.464,0.0,0.0991,0.346,134.084,0.0
0.308,2,-8.157,0.585,0.0,0.107,0.185,66.526,0.0
0.378,5,-19.559,0.993,6.15e-06,0.072,0.184,68.075,0.0
0.598,7,-10.435,0.944,0.775,0.121,0.913,186.026,0.0
0.507,10,-5.407,0.787,3.71e-06,0.29,0.974,159.651,1.0
0.436,4,-5.81,0.00556,0.0,0.104,0.229,144.015,1.0
0.473,10,-15.278,0.958,0.00401,0.0957,0.143,98.678,0.0
0.506,11,-5.565,0.597,0.0,0.0964,0.535,84.863,1.0
0.819,7,-5.612,0.0958,1.75e-06,0.263,0.71,144.988,1.0
0.785,10,-6.665,0.0335,4.36e-06,0.108,0.192,174.028,1.0
0.418,9,-10.659,0.0454,4.77e-06,0.151,0.199,127.773,1.0
0.838,8,-8.596,0.239,1.12e-05,0.131,0.612,128.025,1.0
0.724,7,-6.522,0.116,0.00725,0.0556,0.786,114.987,1.0
0.467,4,-5.677,0.0128,0.0,0.136,0.0654,82.915,1.0
0.79,10,-5.607,0.17,0.0,0.0929,0.773,99.953,1.0
0.577,2,-8.686,0.273,3.87e-06,0.314,0.27,134.007,0.0
0.696,2,-8.379,0.364,0.0,0.197,0.23,112.291,1.0
0.556,1,-5.067,0.0105,0.0341,0.403,0.702,124.016,1.0
0.423,2,-8.155,0.895,0.00687,0.0857,0.599,87.579,1.0
0.598,11,-4.043,0.121,0.0,0.158,0.732,97.479,1.0
0.696,10,-6.212,0.206,2.53e-06,0.305,0.438,90.029,1.0
0.442,0,-24.225,0.994,0.903,0.131,0.522,114.502,0.0
0.493,5,-11.676,0.79,0.641,0.111,0.625,93.95,0.0
0.507,7,-8.079,0.303,0.000132,0.142,0.901,95.732,1.0
0.417,7,-4.833,0.421,0.000763,0.202,0.355,63.496,0.0
0.515,3,-14.377,0.9,2.82e-05,0.0975,0.269,99.345,0.0
0.445,11,-10.735,0.691,2.82e-05,0.725,0.64,124.158,0.0
0.58,9,-3.302,0.656,0.0,0.112,0.506,124.148,1.0
0.446,2,-10.302,0.243,0.0,0.0935,0.723,153.672,1.0
0.563,11,-4.634,0.0184,5.2e-06,0.368,0.364,139.939,1.0
0.784,4,-5.002,0.0142,0.0,0.145,0.914,127.006,0.0
0.654,5,-6.977,0.222,0.0,0.0832,0.964,118.799,0.0
0.726,2,-6.674,0.636,0.0,0.0964,0.831,121.922,1.0
0.801,9,-7.237,0.0648,0.000107,0.902,0.605,135.178,1.0
0.648,0,-8.986,0.0534,6.94e-06,0.0908,0.669,109.609,1.0
0.811,1,-8.37,0.112,1.23e-06,0.114,0.961,133.034,1.0
0.932,11,-9.62,0.0173,0.0436,0.0414,0.884,117.002,1.0
0.81,9,-9.249,0.128,0.0,0.106,0.642,127.904,1.0
0.71,8,-15.37,0.996,0.00114,0.109,0.535,131.467,0.0
0.748,4,-3.165,0.0801,0.0,0.423,0.757,131.76,1.0
0.232,1,-12.994,0.991,0.94,0.104,0.0672,83.195,0.0
0.689,1,-7.118,0.783,0.0,0.166,0.742,103.511,0.0
0.731,10,-8.361,0.511,3.04e-06,0.0775,0.363,108.019,1.0
0.304,0,-13.567,0.787,0.954,0.113,0.102,120.338,1.0
0.206,9,-14.292,0.974,2.68e-05,0.116,0.0431,85.943,0.0
0.485,2,-4.463,0.372,2.27e-05,0.938,0.394,99.367,1.0
0.178,8,-12.949,0.883,3.59e-05,0.117,0.152,87.793,0.0
0.859,4,-4.539,0.166,0.0,0.265,0.555,113.986,1.0
0.423,8,-5.107,0.732,0.0,0.174,0.24,119.367,0.0
0.606,4,-11.398,0.0298,0.0,0.224,0.523,89.059,1.0
0.546,6,-6.605,0.981,0.0,0.114,0.293,96.768,0.0
0.616,11,-5.495,0.0723,0.0,0.375,0.269,89.962,1.0
0.817,1,-11.878,0.964,0.748,0.0879,0.913,109.835,0.0
0.678,11,-19.373,0.448,0.0,0.214,0.486,135.33,0.0
0.577,0,-8.694,0.587,0.0,0.168,0.486,77.383,1.0
0.545,7,-15.476,0.807,0.00929,0.129,0.114,83.976,0.0
0.704,1,-15.233,0.619,0.0,0.355,0.69,71.396,0.0
0.442,11,-9.713,0.467,0.0,0.288,0.665,148.111,0.0
0.667,10,-3.894,0.121,0.0,0.0874,0.391,85.105,0.0
0.473,7,-12.097,0.555,7.05e-06,0.172,0.192,134.596,0.0
0.718,3,-6.202,0.11,0.0,0.134,0.226,77.557,1.0
0.809,10,-4.398,0.0127,0.0,0.062,0.493,92.897,1.0
0.643,4,-5.95,0.162,7.02e-05,0.268,0.321,123.93,1.0
0.368,11,-13.066,0.973,4.15e-06,0.145,0.153,92.815,0.0
0.532,8,-8.906,0.452,0.000141,0.117,0.604,145.532,0.0
0.669,9,-8.174,0.532,0.0,0.0817,0.617,78.808,0.0
0.499,6,-13.828,0.813,0.000982,0.3,0.308,84.129,0.0
0.507,5,-7.488,0.314,0.458,0.0769,0.905,160.879,1.0
0.605,10,-13.439,0.99,0.0829,0.313,0.704,124.038,0.0
0.704,11,-14.129,0.00189,0.000179,0.136,0.396,167.537,0.0
0.51,6,-11.941,0.98,0.00483,0.0918,0.37,88.82,0.0
0.448,5,-15.917,0.968,1.77e-05,0.454,0.588,83.004,0.0
0.812,6,-5.887,0.437,0.0,0.188,0.537,82.02,0.0
0.435,6,-11.069,0.499,0.0,0.155,0.122,68.456,0.0
0.477,9,-8.043,0.668,0.000167,0.11,0.228,135.098,1.0
0.752,0,-8.183,0.682,0.0,0.119,0.936,110.457,0.0
0.349,4,-10.338,0.779,3.64e-05,0.271,0.388,78.559,0.0
0.187,1,-13.234,0.982,0.058,0.376,0.0729,89.118,0.0
0.548,7,-8.347,0.87,0.93,0.0954,0.711,154.451,0.0
0.745,9,-6.574,0.435,0.0,0.222,0.323,130.002,1.0
0.653,4,-16.252,0.0926,0.0102,0.0762,0.646,88.844,0.0
0.624,1,-4.769,0.0628,4.07e-06,0.119,0.56,137.846,1.0
0.474,6,-12.872,0.979,0.84,0.128,0.381,60.721,0.0
0.624,6,-7.274,0.615,0.252,0.288,0.432,122.084,1.0
0.718,0,-22.383,0.765,0.0,0.211,0.537,120.084,0.0
0.374,7,-11.673,0.994,0.936,0.111,0.437,138.241,0.0
0.53,11,-6.251,0.0461,0.0,0.0974,0.316,123.972,1.0
0.756,11,-16.018,0.757,0.0,0.358,0.744,79.139,0.0
0.528,9,-10.968,0.0579,0.000483,0.0781,0.439,78.111,0.0
0.739,11,-14.42,0.129,0.0194,0.0474,0.892,107.115,1.0
0.711,4,-4.737,0.844,5.22e-06,0.338,0.723,96.285,0.0
0.558,10,-10.37,0.683,5.21e-06,0.0823,0.298,78.063,0.0
0.524,5,-8.88,0.598,0.0,0.615,0.687,96.994,1.0
0.694,1,-12.087,0.592,0.0,0.0859,0.464,121.037,1.0
0.615,2,-21.072,0.991,0.931,0.0922,0.742,74.772,0.0
0.564,7,-8.064,0.0105,0.0901,0.165,0.555,105.009,1.0
0.475,7,-12.548,0.255,0.33,0.125,0.51,125.034,0.0
0.487,9,-8.578,0.218,0.0,0.237,0.379,147.146,0.0
0.275,5,-15.921,0.847,0.914,0.208,0.321,128.876,0.0
0.434,0,-4.123,0.0283,0.0,0.153,0.249,138.941,1.0
0.472,11,-6.124,0.776,0.0,0.168,0.377,78.007,1.0
0.683,8,-6.76,0.00819,0.0162,0.0797,0.641,115.997,1.0
0.514,4,-7.76,0.172,0.0,0.482,0.583,173.03,1.0
0.77,8,-7.282,0.152,0.191,0.118,0.888,127.076,0.0
0.763,7,-7.015,0.756,0.0,0.0773,0.119,105.944,1.0
0.424,2,-16.246,0.794,0.0,0.228,0.599,88.81,0.0
0.526,2,-10.937,0.949,0.000439,0.322,0.769,108.874,0.0
0.629,7,-11.189,0.0623,0.0,0.0952,0.969,143.863,0.0
0.734,7,-9.003,0.0119,0.533,0.204,0.911,136.021,1.0
0.297,0,-6.78,0.25,0.000367,0.184,0.381,73.116,0.0
0.21,2,-4.992,0.171,0.0,0.0918,0.19,181.48,1.0
0.372,5,-9.48,0.885,0.00033,0.708,0.635,135.775,0.0
0.674,4,-5.726,0.308,2.47e-05,0.0517,0.767,123.55,1.0
0.862,3,-6.275,0.0802,0.00291,0.179,0.844,93.99,1.0
0.31,1,-10.064,0.97,1.85e-06,0.271,0.374,80.776,0.0
0.658,1,-4.407,0.303,0.0,0.361,0.662,97.976,0.0
0.839,4,-4.288,0.0533,0.00379,0.0612,0.826,95.03,1.0
0.753,0,-8.495,0.52,0.0,0.104,0.441,91.763,1.0
0.682,10,-9.273,0.271,0.000136,0.118,0.455,93.124,0.0
0.528,2,-10.456,0.334,0.000411,0.215,0.785,90.395,0.0
0.594,4,-3.613,0.605,1.38e-06,0.151,0.474,183.802,1.0
0.31,2,-13.972,0.827,0.747,0.144,0.318,61.47,0.0
0.832,6,-5.124,0.173,0.737,0.162,0.635,120.057,1.0
0.399,7,-10.676,0.759,8.63e-06,0.0782,0.436,104.414,0.0
0.276,2,-20.094,0.99,0.905,0.0676,0.051,80.536,0.0
0.863,5,-6.805,0.162,0.0,0.112,0.369,100.031,1.0
0.706,6,-7.902,0.294,0.0,0.0986,0.711,167.806,1.0
0.483,5,-2.568,0.274,0.0,0.366,0.596,138.571,1.0
0.486,10,-11.669,0.928,0.0,0.135,0.456,115.322,0.0
0.577,6,-8.691,0.00213,0.0114,0.0581,0.604,123.257,1.0
0.787,11,-4.475,0.0409,1.91e-05,0.296,0.485,140.008,1.0
0.492,0,-14.019,0.281,0.00204,0.0863,0.113,72.985,0.0
0.713,5,-3.525,0.273,0.0,0.149,0.734,138.009,1.0
0.743,1,-6.94,0.0241,2.69e-06,0.0726,0.127,90.908,1.0
0.804,11,-6.553,0.0582,0.0,0.11,0.575,122.027,1.0
0.628,1,-10.628,0.539,0.0,0.156,0.564,101.647,0.0
0.675,2,-9.513,0.296,1.65e-05,0.101,0.296,153.915,1.0
0.76,9,-5.314,0.176,0.0,0.1,0.895,102.789,1.0
0.713,0,-17.898,0.686,0.000952,0.372,0.351,99.916,0.0
0.721,1,-4.378,0.00469,0.0103,0.199,0.568,159.967,1.0
0.704,1,-4.752,0.251,0.0,0.35,0.974,138.779,1.0
0.71,9,-7.534,0.552,0.0,0.025,0.968,124.231,0.0
0.799,1,-12.473,0.107,0.738,0.0558,0.579,72.398,0.0
0.187,7,-19.957,0.854,0.859,0.112,0.039,105.957,0.0
0.658,4,-6.54,0.845,1.16e-05,0.211,0.863,125.698,0.0
0.654,1,-6.174,0.0011,0.882,0.0403,0.406,130.166,0.0
0.756,9,-13.306,0.857,7.4e-05,0.118,0.523,74.95,0.0
0.547,7,-6.409,0.183,0.000129,0.181,0.747,146.742,1.0
0.602,2,-8.29,0.36,0.000314,0.0755,0.411,129.355,1.0
0.873,5,-8.559,0.179,0.0285,0.0377,0.884,107.868,1.0
0.346,9,-8.282,0.00519,0.00194,0.124,0.573,154.721,0.0
0.153,0,-4.74,0.00152,0.0062,0.366,0.14,199.892,1.0
0.547,0,-8.518,0.127,0.0135,0.0905,0.9,139.977,0.0
0.928,10,-7.62,0.271,0.0,0.0841,0.742,139.984,1.0
0.433,1,-3.89,0.193,0.0,0.604,0.722,200.817,1.0
0.406,2,-8.497,0.144,0.0,0.352,0.465,119.092,0.0
0.208,1,-17.595,0.135,0.000561,0.47,0.0154,118.485,1.0
0.382,7,-6.432,0.531,0.336,0.684,0.251,120.347,0.0
0.498,9,-19.117,0.852,0.0,0.905,0.21,98.472,0.0
0.724,11,-6.672,0.45,0.0,0.385,0.653,134.534,0.0
0.475,5,-6.275,0.426,1.77e-05,0.337,0.199,137.908,1.0
0.213,0,-19.115,0.974,0.879,0.0778,0.113,62.069,1.0
0.414,2,-28.074,0.993,0.904,0.0927,0.0885,85.737,0.0
0.43,6,-3.91,0.000639,0.0,0.107,0.294,96.235,1.0
0.507,1,-7.838,0.575,0.0,0.198,0.962,175.309,1.0
0.364,6,-7.034,6.65e-05,0.0124,0.163,0.127,113.772,1.0
0.416,3,-8.871,0.995,0.944,0.379,0.586,185.246,0.0
0.683,2,-5.461,0.0223,0.0187,0.101,0.6,111.008,1.0
0.477,0,-3.316,0.000374,0.00477,0.0953,0.587,156.047,1.0
0.479,1,-10.319,0.985,0.51,0.109,0.164,59.0,0.0
0.65,1,-5.354,0.502,0.0,0.333,0.733,88.049,0.0
0.674,9,-11.932,0.691,0.521,0.118,0.535,95.058,0.0
0.695,1,-4.003,0.0274,0.0,0.141,0.901,127.985,1.0
0.692,9,-8.033,0.188,1.92e-06,0.114,0.332,99.988,1.0
0.614,5,-2.762,0.161,0.0,0.226,0.67,93.34,1.0
0.222,9,-12.012,0.000945,0.00684,0.109,0.298,112.663,1.0
0.654,9,-5.674,0.772,0.0,0.134,0.473,95.045,0.0
0.437,11,-12.797,0.366,0.846,0.175,0.326,130.147,0.0
0.359,0,-15.857,0.979,0.237,0.139,0.172,106.031,0.0
0.531,1,-19.816,0.0438,8.21e-05,0.258,0.647,97.879,0.0
0.474,0,-9.654,0.514,0.000343,0.0535,0.504,83.308,1.0
0.311,2,-7.017,0.795,0.0,0.148,0.514,91.748,0.0
0.53,5,-8.076,0.449,1.18e-06,0.115,0.415,81.752,1.0
0.715,1,-3.412,0.0966,5.82e-05,0.0825,0.586,139.936,1.0
0.47,1,-7.392,0.671,0.0,0.109,0.355,135.992,1.0
0.709,0,-4.096,0.161,0.0,0.177,0.963,155.993,0.0
0.704,4,-6.545,0.548,0.0,0.267,0.953,162.098,0.0
0.696,7,-7.87,0.15,0.0,0.0846,0.358,129.658,1.0
0.421,10,-19.229,0.99,0.000636,0.112,0.314,77.805,0.0
0.657,9,-14.26,0.568,0.00112,0.18,0.876,131.207,0.0
0.644,0,-7.167,0.0315,0.00116,0.158,0.19,85.917,1.0
0.824,11,-5.047,0.368,0.000111,0.146,0.97,100.027,1.0
0.726,6,-5.871,0.0559,1.61e-05,0.132,0.44,113.971,1.0
0.799,7,-8.585,0.00482,0.000505,0.0484,0.717,120.082,1.0
0.526,0,-5.822,0.00287,7.78e-05,0.0945,0.248,140.266,1.0
0.305,5,-10.499,0.15,0.000303,0.39,0.426,145.77,1.0
0.641,9,-12.627,0.847,0.931,0.109,0.27,141.496,0.0
0.465,3,-8.754,0.522,0.805,0.315,0.279,98.263,0.0
0.834,8,-6.143,0.235,0.0,0.372,0.774,121.876,1.0
0.564,10,-9.797,0.339,0.0,0.0781,0.58,117.17,1.0
0.662,5,-10.119,0.746,0.0,0.305,0.837,173.235,0.0
0.692,11,-12.868,0.251,0.0,0.653,0.648,116.894,0.0
0.565,5,-5.914,0.0624,0.0,0.148,0.657,191.903,1.0
0.895,2,-7.845,0.00103,0.00179,0.128,0.183,122.223,1.0
0.651,10,-15.494,0.995,0.825,0.184,0.47,82.531,0.0
0.611,8,-6.942,4.73e-05,0.105,0.159,0.491,127.979,1.0
0.557,5,-8.846,0.697,0.0,0.133,0.808,76.178,0.0
0.372,5,-17.272,0.993,0.92,0.134,0.447,116.566,0.0
0.568,2,-8.913,0.0731,0.0,0.121,0.407,75.82,1.0
0.495,7,-11.471,0.094,1.8e-05,0.0547,0.543,108.2,0.0
0.69,6,-6.963,0.597,0.0,0.606,0.423,88.018,1.0
0.852,5,-5.45,0.207,0.0,0.157,0.922,115.208,1.0
0.436,3,-12.305,0.197,0.000181,0.154,0.296,129.056,0.0
0.797,0,-11.421,0.0899,7.35e-06,0.145,0.965,127.656,0.0
0.725,5,-5.358,0.00175,2.9e-06,0.194,0.881,109.994,1.0
0.743,9,-14.465,0.191,0.00322,0.0416,0.928,98.366,0.0
0.86,9,-17.49,0.0184,0.426,0.0907,0.573,124.007,0.0
0.762,6,-7.211,0.728,0.000618,0.0844,0.1,123.077,1.0
0.672,1,-2.714,0.341,2.4e-05,0.106,0.225,160.981,1.0
0.593,2,-12.959,0.207,0.0,0.982,0.64,144.179,0.0
0.678,4,-12.782,0.95,0.0,0.474,0.33,113.331,0.0
0.67,5,-4.496,0.138,0.00643,0.0544,0.964,77.677,1.0
0.53,0,-13.614,0.936,0.00177,0.0942,0.271,64.918,0.0
0.222,0,-9.942,0.0169,2.09e-05,0.471,0.322,75.634,1.0
0.704,0,-7.859,0.0301,0.000997,0.12,0.399,100.047,0.0
0.569,6,-11.012,0.84,0.0,0.164,0.531,120.37,0.0
0.608,2,-2.613,0.0382,0.0,0.329,0.389,123.965,1.0
0.329,11,-5.855,0.00789,2.88e-06,0.0844,0.599,195.303,1.0
0.807,7,-9.356,0.296,0.0,0.101,0.725,134.093,1.0
0.476,5,-5.274,0.812,1.6e-06,0.281,0.974,198.235,0.0
0.727,6,-11.066,0.628,8.69e-05,0.0481,0.961,103.876,0.0
0.573,9,-3.22,0.171,0.0,0.104,0.526,92.021,1.0
0.275,4,-18.803,0.916,0.0,0.357,0.345,80.666,0.0
0.659,4,-2.28,0.154,0.000304,0.191,0.576,91.999,1.0
0.496,0,-13.451,0.673,0.0602,0.115,0.905,98.472,0.0
0.577,1,-9.371,0.0619,1.07e-05,0.11,0.279,99.662,0.0
0.47,4,-7.127,0.113,6.89e-05,0.287,0.213,89.506,1.0
0.626,0,-10.785,0.887,0.705,0.0839,0.377,78.841,0.0
0.641,7,-12.228,0.254,2.15e-06,0.158,0.743,102.274,1.0
0.652,5,-6.501,0.166,0.0,0.112,0.715,107.644,0.0
0.446,11,-9.844,0.235,0.0,0.0963,0.223,169.983,1.0
0.47,7,-10.196,6.59e-05,0.267,0.222,0.977,130.425,1.0
0.523,0,-12.217,0.565,0.0,0.282,0.522,131.506,0.0
0.444,2,-9.824,0.967,0.0,0.138,0.524,130.244,0.0
0.217,11,-22.455,0.928,0.017,0.179,0.297,86.406,0.0
0.462,7,-7.944,0.907,0.0,0.254,0.495,79.042,0.0
0.441,9,-5.252,0.0981,9.78e-05,0.221,0.282,182.704,1.0
0.668,9,-4.889,0.788,0.00254,0.0994,0.55,100.563,0.0
0.589,2,-8.034,0.197,3.83e-06,0.113,0.633,77.914,0.0
0.612,7,-7.929,0.705,4.11e-05,0.123,0.727,129.001,0.0
0.514,1,-7.13,0.2,8.45e-05,0.727,0.451,133.848,1.0
0.531,0,-4.422,0.184,1.01e-06,0.101,0.323,120.045,1.0
0.547,5,-12.225,0.895,0.0,0.673,0.434,94.274,0.0
0.798,9,-10.724,0.247,0.0,0.261,0.729,108.022,0.0
0.509,11,-17.629,0.886,0.000108,0.0759,0.545,86.442,0.0
0.685,5,-5.19,0.134,0.0,0.361,0.543,128.015,1.0
0.516,5,-4.63,0.0275,0.0,0.109,0.222,119.972,1.0
0.426,0,-22.059,0.757,0.0,0.0623,0.6,96.608,0.0
0.746,9,-10.14,0.357,0.00713,0.959,0.608,99.94,1.0
0.23,5,-6.306,0.644,0.0,0.0778,0.428,108.666,0.0
0.63,7,-6.467,0.761,0.0359,0.135,0.785,121.758,0.0
0.653,9,-8.65,0.727,0.0,0.687,0.576,127.21,1.0
0.839,0,-6.107,0.143,0.0,0.104,0.875,125.886,1.0
0.556,1,-2.517,0.00221,0.000142,0.265,0.206,100.061,1.0
0.596,2,-1.766,0.0121,0.0,0.0511,0.762,133.552,1.0
0.692,9,-14.04,0.173,0.00584,0.0304,0.721,137.571,0.0
0.732,11,-4.144,0.189,0.0,0.375,0.893,128.006,1.0
0.795,7,-6.137,0.318,0.0,0.141,0.492,120.057,0.0
0.851,9,-3.738,0.328,5.68e-06,0.137,0.791,99.989,1.0
0.631,1,-7.43,0.0351,5.78e-06,0.713,0.576,82.977,0.0
0.653,7,-9.563,0.521,8.6e-05,0.0789,0.382,135.21,0.0
0.625,10,-5.637,0.0478,0.0,0.246,0.625,144.008,1.0
0.592,9,-6.427,0.147,1.58e-06,0.0587,0.285,134.57,0.0
0.664,4,-12.945,0.432,0.000531,0.0511,0.629,100.448,0.0
0.659,5,-19.169,0.798,0.0,0.128,0.877,90.882,0.0
0.649,3,-3.796,0.00125,4.31e-05,0.671,0.765,126.03,1.0
0.572,10,-10.914,0.737,0.0,0.0714,0.609,83.525,0.0
0.285,2,-6.578,0.115,0.0264,0.0669,0.55,177.2,1.0
0.552,9,-7.388,0.00699,0.00133,0.0317,0.508,148.996,1.0
0.753,7,-12.514,0.519,4.5e-05,0.194,0.962,123.871,0.0
0.57,7,-12.572,0.796,2.61e-05,0.108,0.495,110.08,1.0
0.437,9,-6.946,0.0524,0.000573,0.222,0.48,151.417,1.0
0.724,6,-8.099,0.315,0.00274,0.114,0.397,174.055,1.0
0.353,0,-16.185,0.844,0.0,0.178,0.372,97.471,0.0
0.425,7,-11.504,0.845,0.00108,0.106,0.256,150.036,0.0
0.818,9,-6.382,0.375,0.0,0.0922,0.4,118.119,0.0
0.624,0,-5.575,0.272,0.0,0.147,0.513,76.805,1.0
0.421,0,-11.537,0.824,1.12e-05,0.102,0.421,111.098,0.0
0.301,2,-6.853,0.00776,0.000643,0.273,0.368,106.758,1.0
0.263,9,-8.264,0.589,0.00451,0.342,0.25,167.271,1.0
0.646,0,-9.331,0.655,0.808,0.145,0.5,98.548,0.0
0.626,2,-4.575,0.232,4.17e-06,0.501,0.864,115.401,1.0
0.274,2,-5.641,0.0195,0.0,0.156,0.242,176.272,1.0
0.468,5,-6.634,0.429,0.0,0.305,0.235,171.4,1.0
0.603,0,-14.906,0.681,0.0,0.0806,0.172,119.888,0.0
0.66,11,-12.266,0.355,0.0,0.157,0.233,122.021,0.0
0.561,7,-6.192,0.611,0.0,0.0709,0.678,90.408,1.0
0.504,6,-10.384,0.76,0.062,0.0894,0.439,89.579,0.0
0.289,10,-6.818,0.624,0.0,0.101,0.531,169.511,1.0
0.939,5,-5.171,0.321,0.0,0.107,0.924,118.978,1.0
0.688,5,-8.971,0.604,0.0,0.0906,0.575,97.783,1.0
0.838,5,-10.738,0.131,0.0058,0.116,0.331,120.013,1.0
0.713,9,-16.546,0.539,0.0234,0.121,0.545,88.993,0.0
0.648,11,-8.165,0.1,0.0,0.167,0.225,85.468,1.0
0.507,7,-15.458,0.967,0.0,0.223,0.272,112.55,0.0
0.808,5,-10.719,0.321,0.00124,0.252,0.967,113.583,1.0
0.5,4,-9.281,0.404,0.0,0.104,0.199,139.531,0.0
0.74,9,-9.733,0.803,0.0347,0.0791,0.982,83.426,0.0
0.704,10,-5.911,0.259,1.73e-06,0.108,0.723,129.939,1.0
0.418,5,-10.977,0.77,0.0,0.375,0.845,162.168,0.0
0.531,2,-9.247,0.458,0.159,0.526,0.638,136.844,0.0
0.42,0,-6.8,0.399,0.000214,0.132,0.226,120.18,0.0
0.53,1,-13.052,0.538,1.28e-05,0.0899,0.59,172.972,0.0
0.386,0,-5.435,7.19e-05,0.00036,0.0809,0.508,173.102,1.0
0.658,10,-14.708,0.747,0.927,0.128,0.413,94.209,0.0
0.517,10,-22.635,0.445,1.1e-06,0.268,0.151,76.859,0.0
0.702,4,-14.47,0.694,0.00122,0.18,0.679,96.791,0.0
0.539,6,-5.341,0.00463,0.0,0.324,0.362,143.987,1.0
0.746,8,-4.582,0.147,1.52e-06,0.093,0.609,100.042,1.0
0.688,1,-4.463,0.056,0.000106,0.0561,0.481,100.01,1.0
0.771,8,-5.342,0.0848,0.0,0.104,0.591,124.039,1.0
0.532,1,-10.006,0.672,0.0,0.107,0.668,109.901,1.0
0.476,9,-4.821,0.24,2.64e-05,0.106,0.747,90.066,1.0
0.58,6,-3.53,0.399,0.0,0.0829,0.256,121.904,1.0
0.265,8,-17.235,0.787,0.928,0.153,0.125,119.919,0.0
0.589,7,-14.566,0.716,0.0,0.149,0.847,83.7,0.0
0.543,7,-7.275,0.224,0.000819,0.101,0.411,137.128,1.0
0.612,10,-11.358,0.627,0.00018,0.067,0.567,141.597,0.0
0.49,7,-5.549,0.386,0.0,0.311,0.866,130.726,1.0
0.666,5,-9.272,0.889,0.76,0.0764,0.574,113.025,0.0
0.518,2,-10.712,0.2,0.0,0.656,0.623,91.318,0.0
0.729,10,-8.378,0.445,0.00613,0.105,0.775,109.979,0.0
0.42,10,-5.745,0.202,0.000379,0.0855,0.683,198.593,1.0
0.845,4,-15.215,0.994,0.809,0.106,0.805,104.383,0.0
0.87,4,-5.828,0.0802,0.0739,0.115,0.462,123.998,1.0
0.444,8,-11.964,0.705,0.939,0.925,0.526,138.332,0.0
0.792,11,-7.549,0.0282,0.000146,0.0777,0.401,124.019,1.0
0.453,7,-6.722,0.0647,0.000219,0.211,0.221,144.921,1.0
0.637,5,-7.219,0.316,0.0,0.0831,0.688,146.749,0.0
0.553,5,-10.036,0.692,0.00953,0.242,0.384,172.192,1.0
0.748,0,-9.295,0.011,0.0138,0.0857,0.741,144.057,0.0
0.698,1,-8.11,0.0541,0.0033,0.102,0.788,140.059,1.0
